date, value
03/01/2022, "value"
04/01/2022, "value"
05/01/2022, "value"
06/01/2022, "value"
06/01/2022, "value"
06/01/2022, "value"
06/01/2022, "value"
07/01/2022, "value"
07/01/2022, "value"
07/01/2022, "value"
07/01/2022, "value"
10/01/2022, "value"
11/01/2022, "value"
11/01/2022, "value"
12/01/2022, "value"
12/01/2022, "value"
12/01/2022, "value"
13/01/2022, "value"
13/01/2022, "value"
18/01/2022, "value"
19/01/2022, "value"
19/01/2022, "value"
19/01/2022, "value"
19/01/2022, "value"
19/01/2022, "value"
19/01/2022, "value"
20/01/2022, "value"
21/01/2022, "value"
21/01/2022, "value"
25/01/2022, "value"
25/01/2022, "value"
26/01/2022, "value"
26/01/2022, "value"
27/01/2022, "value"
28/01/2022, "value"
28/01/2022, "value"
31/01/2022, "value"
31/01/2022, "value"
31/01/2022, "value"
31/01/2022, "value"
02/02/2022, "value"
02/02/2022, "value"
02/02/2022, "value"
03/02/2022, "value"
04/02/2022, "value"
04/02/2022, "value"
04/02/2022, "value"
04/02/2022, "value"
07/02/2022, "value"
07/02/2022, "value"
08/02/2022, "value"
08/02/2022, "value"
09/02/2022, "value"
10/02/2022, "value"
14/02/2022, "value"
16/02/2022, "value"
16/02/2022, "value"
16/02/2022, "value"
17/02/2022, "value"
17/02/2022, "value"
17/02/2022, "value"
18/02/2022, "value"
18/02/2022, "value"
21/02/2022, "value"
22/02/2022, "value"
23/02/2022, "value"
23/02/2022, "value"
24/02/2022, "value"
24/02/2022, "value"
24/02/2022, "value"
25/02/2022, "value"
25/02/2022, "value"
28/02/2022, "value"
01/03/2022, "value"
02/03/2022, "value"
02/03/2022, "value"
02/03/2022, "value"
02/03/2022, "value"
03/03/2022, "value"
03/03/2022, "value"
03/03/2022, "value"
03/03/2022, "value"
09/03/2022, "value"
09/03/2022, "value"
10/03/2022, "value"
11/03/2022, "value"
11/03/2022, "value"
11/03/2022, "value"
14/03/2022, "value"
14/03/2022, "value"
14/03/2022, "value"
15/03/2022, "value"
15/03/2022, "value"
15/03/2022, "value"
15/03/2022, "value"
16/03/2022, "value"
16/03/2022, "value"
16/03/2022, "value"
16/03/2022, "value"
17/03/2022, "value"
17/03/2022, "value"
17/03/2022, "value"
18/03/2022, "value"
21/03/2022, "value"
21/03/2022, "value"
22/03/2022, "value"
22/03/2022, "value"
22/03/2022, "value"
22/03/2022, "value"
23/03/2022, "value"
23/03/2022, "value"
23/03/2022, "value"
24/03/2022, "value"
24/03/2022, "value"
25/03/2022, "value"
25/03/2022, "value"
28/03/2022, "value"
29/03/2022, "value"
29/03/2022, "value"
30/03/2022, "value"
31/03/2022, "value"
31/03/2022, "value"
31/03/2022, "value"
01/04/2022, "value"
01/04/2022, "value"
01/04/2022, "value"
04/04/2022, "value"
04/04/2022, "value"
04/04/2022, "value"
05/04/2022, "value"
05/04/2022, "value"
06/04/2022, "value"
06/04/2022, "value"
06/04/2022, "value"
06/04/2022, "value"
06/04/2022, "value"
06/04/2022, "value"
07/04/2022, "value"
08/04/2022, "value"
11/04/2022, "value"
11/04/2022, "value"
12/04/2022, "value"
12/04/2022, "value"
12/04/2022, "value"
13/04/2022, "value"
15/04/2022, "value"
18/04/2022, "value"
18/04/2022, "value"
18/04/2022, "value"
18/04/2022, "value"
19/04/2022, "value"
19/04/2022, "value"
19/04/2022, "value"
20/04/2022, "value"
20/04/2022, "value"
21/04/2022, "value"
21/04/2022, "value"
21/04/2022, "value"
22/04/2022, "value"
22/04/2022, "value"
22/04/2022, "value"
22/04/2022, "value"
22/04/2022, "value"
22/04/2022, "value"
25/04/2022, "value"
25/04/2022, "value"
25/04/2022, "value"
25/04/2022, "value"
26/04/2022, "value"
26/04/2022, "value"
27/04/2022, "value"
27/04/2022, "value"
28/04/2022, "value"
28/04/2022, "value"
28/04/2022, "value"
29/04/2022, "value"
29/04/2022, "value"
29/04/2022, "value"
02/05/2022, "value"
02/05/2022, "value"
02/05/2022, "value"
03/05/2022, "value"
04/05/2022, "value"
05/05/2022, "value"
05/05/2022, "value"
05/05/2022, "value"
05/05/2022, "value"
05/05/2022, "value"
05/05/2022, "value"
06/05/2022, "value"
09/05/2022, "value"
09/05/2022, "value"
10/05/2022, "value"
11/05/2022, "value"
11/05/2022, "value"
11/05/2022, "value"
11/05/2022, "value"
11/05/2022, "value"
11/05/2022, "value"
13/05/2022, "value"
16/05/2022, "value"
16/05/2022, "value"
16/05/2022, "value"
17/05/2022, "value"
17/05/2022, "value"
17/05/2022, "value"
17/05/2022, "value"
17/05/2022, "value"
18/05/2022, "value"
19/05/2022, "value"
19/05/2022, "value"
20/05/2022, "value"
20/05/2022, "value"
20/05/2022, "value"
23/05/2022, "value"
23/05/2022, "value"
23/05/2022, "value"
24/05/2022, "value"
24/05/2022, "value"
25/05/2022, "value"
26/05/2022, "value"
26/05/2022, "value"
26/05/2022, "value"
27/05/2022, "value"
27/05/2022, "value"
30/05/2022, "value"
31/05/2022, "value"
01/06/2022, "value"
01/06/2022, "value"
01/06/2022, "value"
01/06/2022, "value"
02/06/2022, "value"
02/06/2022, "value"
02/06/2022, "value"
02/06/2022, "value"
03/06/2022, "value"
03/06/2022, "value"
06/06/2022, "value"
06/06/2022, "value"
09/06/2022, "value"
13/06/2022, "value"
13/06/2022, "value"
14/06/2022, "value"
14/06/2022, "value"
15/06/2022, "value"
16/06/2022, "value"
16/06/2022, "value"
16/06/2022, "value"
16/06/2022, "value"
17/06/2022, "value"
17/06/2022, "value"
20/06/2022, "value"
20/06/2022, "value"
21/06/2022, "value"
21/06/2022, "value"
23/06/2022, "value"
23/06/2022, "value"
24/06/2022, "value"
24/06/2022, "value"
27/06/2022, "value"
27/06/2022, "value"
27/06/2022, "value"
28/06/2022, "value"
28/06/2022, "value"
28/06/2022, "value"
28/06/2022, "value"
29/06/2022, "value"
29/06/2022, "value"
29/06/2022, "value"
29/06/2022, "value"
30/06/2022, "value"
30/06/2022, "value"
30/06/2022, "value"
01/07/2022, "value"
01/07/2022, "value"
01/07/2022, "value"
04/07/2022, "value"
04/07/2022, "value"
04/07/2022, "value"
04/07/2022, "value"
07/07/2022, "value"
07/07/2022, "value"
07/07/2022, "value"
08/07/2022, "value"
08/07/2022, "value"
08/07/2022, "value"
08/07/2022, "value"
11/07/2022, "value"
11/07/2022, "value"
11/07/2022, "value"
12/07/2022, "value"
12/07/2022, "value"
12/07/2022, "value"
12/07/2022, "value"
13/07/2022, "value"
13/07/2022, "value"
13/07/2022, "value"
15/07/2022, "value"
15/07/2022, "value"
15/07/2022, "value"
18/07/2022, "value"
18/07/2022, "value"
19/07/2022, "value"
21/07/2022, "value"
22/07/2022, "value"
22/07/2022, "value"
22/07/2022, "value"
22/07/2022, "value"
22/07/2022, "value"
25/07/2022, "value"
25/07/2022, "value"
26/07/2022, "value"
26/07/2022, "value"
26/07/2022, "value"
27/07/2022, "value"
27/07/2022, "value"
28/07/2022, "value"
28/07/2022, "value"
28/07/2022, "value"
28/07/2022, "value"
28/07/2022, "value"
28/07/2022, "value"
29/07/2022, "value"
29/07/2022, "value"
01/08/2022, "value"
03/08/2022, "value"
03/08/2022, "value"
09/08/2022, "value"
09/08/2022, "value"
09/08/2022, "value"
09/08/2022, "value"
10/08/2022, "value"
10/08/2022, "value"
11/08/2022, "value"
12/08/2022, "value"
16/08/2022, "value"
16/08/2022, "value"
16/08/2022, "value"
16/08/2022, "value"
18/08/2022, "value"
18/08/2022, "value"
18/08/2022, "value"
22/08/2022, "value"
23/08/2022, "value"
23/08/2022, "value"
23/08/2022, "value"
23/08/2022, "value"
24/08/2022, "value"
25/08/2022, "value"
25/08/2022, "value"
26/08/2022, "value"
26/08/2022, "value"
26/08/2022, "value"
29/08/2022, "value"
29/08/2022, "value"
30/08/2022, "value"
31/08/2022, "value"
31/08/2022, "value"
02/09/2022, "value"
05/09/2022, "value"
06/09/2022, "value"
07/09/2022, "value"
07/09/2022, "value"
07/09/2022, "value"
08/09/2022, "value"
09/09/2022, "value"
12/09/2022, "value"
12/09/2022, "value"
13/09/2022, "value"
14/09/2022, "value"
14/09/2022, "value"
14/09/2022, "value"
16/09/2022, "value"
19/09/2022, "value"
20/09/2022, "value"
20/09/2022, "value"
20/09/2022, "value"
21/09/2022, "value"
21/09/2022, "value"
21/09/2022, "value"
22/09/2022, "value"
23/09/2022, "value"
23/09/2022, "value"
26/09/2022, "value"
27/09/2022, "value"
27/09/2022, "value"
27/09/2022, "value"
28/09/2022, "value"
28/09/2022, "value"
28/09/2022, "value"
29/09/2022, "value"
29/09/2022, "value"
29/09/2022, "value"
30/09/2022, "value"
30/09/2022, "value"
30/09/2022, "value"
03/10/2022, "value"
03/10/2022, "value"
04/10/2022, "value"
04/10/2022, "value"
04/10/2022, "value"
06/10/2022, "value"
06/10/2022, "value"
06/10/2022, "value"
06/10/2022, "value"
07/10/2022, "value"
07/10/2022, "value"
10/10/2022, "value"
10/10/2022, "value"
10/10/2022, "value"
10/10/2022, "value"
12/10/2022, "value"
13/10/2022, "value"
13/10/2022, "value"
14/10/2022, "value"
17/10/2022, "value"
17/10/2022, "value"
18/10/2022, "value"
18/10/2022, "value"
18/10/2022, "value"
18/10/2022, "value"
19/10/2022, "value"
20/10/2022, "value"
20/10/2022, "value"
20/10/2022, "value"
21/10/2022, "value"
24/10/2022, "value"
24/10/2022, "value"
24/10/2022, "value"
25/10/2022, "value"
27/10/2022, "value"
27/10/2022, "value"
28/10/2022, "value"
28/10/2022, "value"
28/10/2022, "value"
31/10/2022, "value"
31/10/2022, "value"
01/11/2022, "value"
01/11/2022, "value"
02/11/2022, "value"
02/11/2022, "value"
03/11/2022, "value"
07/11/2022, "value"
07/11/2022, "value"
07/11/2022, "value"
07/11/2022, "value"
08/11/2022, "value"
08/11/2022, "value"
09/11/2022, "value"
09/11/2022, "value"
09/11/2022, "value"
10/11/2022, "value"
10/11/2022, "value"
10/11/2022, "value"
11/11/2022, "value"
14/11/2022, "value"
14/11/2022, "value"
14/11/2022, "value"
